Week,Learning Hours,GitHub Commits,Blog Posts,Project Progress,Notes
1,,,,"Initialized repo, wrote manifesto",
2,,,,"Project plan defined, learning plan started",
3,,,,"Anchor project selected",
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
